ID,plant_id,family,taxon_name,refstand,ref_short
1,wcsCmp641612,Gentianaceae,Anthocleista amplexicaulis,8734,"Med. Pl. Trop. Africa (Schmelzer et al., 2008)"
2,wcsCmp641612,Gentianaceae,Anthocleista amplexicaulis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
3,wcsCmp641618,Gentianaceae,Anthocleista djalonensis,2095,"Handbook African Med. Pl. (Iwu, 1993)"
4,wcsCmp641618,Gentianaceae,Anthocleista djalonensis,100029,"Med. Plants in Lagos, Nigeria. (Olowokudejo, 2008)"
5,wcsCmp641618,Gentianaceae,Anthocleista djalonensis,8734,"Med. Pl. Trop. Africa (Schmelzer et al., 2008)"
6,wcsCmp641618,Gentianaceae,Anthocleista djalonensis,8422,"Med. Pl. Trop. W. Africa II (Oliver-Bever, 1983)"
7,wcsCmp641618,Gentianaceae,Anthocleista djalonensis,100181,SOTWP 2016: PROTA (2015)
8,wcsCmp641618,Gentianaceae,Anthocleista djalonensis,100183,SOTWP 2016: Useful Plants and Fungi Project (2015)
9,wcsCmp641618,Gentianaceae,Anthocleista djalonensis,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
10,wcsCmp641618,Gentianaceae,Anthocleista djalonensis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
11,wcsCmp641623,Gentianaceae,Anthocleista grandiflora,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
12,wcsCmp641623,Gentianaceae,Anthocleista grandiflora,6796,"Med. and Magical Pl. of S. Africa (Arnold et al., 2002)"
13,wcsCmp641623,Gentianaceae,Anthocleista grandiflora,8260,"Med. Pl. Indian Ocean Ils. (Gurib-Fakim et al., 2004)"
14,wcsCmp641623,Gentianaceae,Anthocleista grandiflora,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
15,wcsCmp641623,Gentianaceae,Anthocleista grandiflora,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
16,wcsCmp641623,Gentianaceae,Anthocleista grandiflora,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
17,wcsCmp641635,Gentianaceae,Anthocleista liebrechtsiana,100029,"Med. Plants in Lagos, Nigeria. (Olowokudejo, 2008)"
18,wcsCmp641635,Gentianaceae,Anthocleista liebrechtsiana,8734,"Med. Pl. Trop. Africa (Schmelzer et al., 2008)"
19,wcsCmp641635,Gentianaceae,Anthocleista liebrechtsiana,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
20,wcsCmp641635,Gentianaceae,Anthocleista liebrechtsiana,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
21,wcsCmp641635,Gentianaceae,Anthocleista liebrechtsiana,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
22,wcsCmp641640,Gentianaceae,Anthocleista madagascariensis,8734,"Med. Pl. Trop. Africa (Schmelzer et al., 2008)"
23,wcsCmp641640,Gentianaceae,Anthocleista madagascariensis,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
24,wcsCmp641640,Gentianaceae,Anthocleista madagascariensis,100181,SOTWP 2016: PROTA (2015)
25,wcsCmp641645,Gentianaceae,Anthocleista nobilis,2095,"Handbook African Med. Pl. (Iwu, 1993)"
26,wcsCmp641645,Gentianaceae,Anthocleista nobilis,8734,"Med. Pl. Trop. Africa (Schmelzer et al., 2008)"
27,wcsCmp641645,Gentianaceae,Anthocleista nobilis,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
28,wcsCmp641645,Gentianaceae,Anthocleista nobilis,100181,SOTWP 2016: PROTA (2015)
29,wcsCmp641645,Gentianaceae,Anthocleista nobilis,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
30,wcsCmp641645,Gentianaceae,Anthocleista nobilis,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
31,wcsCmp641650,Gentianaceae,Anthocleista procera,8734,"Med. Pl. Trop. Africa (Schmelzer et al., 2008)"
32,wcsCmp641650,Gentianaceae,Anthocleista procera,8422,"Med. Pl. Trop. W. Africa II (Oliver-Bever, 1983)"
33,wcsCmp641650,Gentianaceae,Anthocleista procera,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
34,wcsCmp641650,Gentianaceae,Anthocleista procera,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
35,wcsCmp641650,Gentianaceae,Anthocleista procera,100181,SOTWP 2016: PROTA (2015)
36,wcsCmp641650,Gentianaceae,Anthocleista procera,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
37,wcsCmp641656,Gentianaceae,Anthocleista schweinfurthii,8734,"Med. Pl. Trop. Africa (Schmelzer et al., 2008)"
38,wcsCmp641656,Gentianaceae,Anthocleista schweinfurthii,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
39,wcsCmp641656,Gentianaceae,Anthocleista schweinfurthii,100181,SOTWP 2016: PROTA (2015)
40,wcsCmp641656,Gentianaceae,Anthocleista schweinfurthii,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
41,wcsCmp641662,Gentianaceae,Anthocleista vogelii,2095,"Handbook African Med. Pl. (Iwu, 1993)"
42,wcsCmp641662,Gentianaceae,Anthocleista vogelii,8734,"Med. Pl. Trop. Africa (Schmelzer et al., 2008)"
43,wcsCmp641662,Gentianaceae,Anthocleista vogelii,8422,"Med. Pl. Trop. W. Africa II (Oliver-Bever, 1983)"
44,wcsCmp641662,Gentianaceae,Anthocleista vogelii,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
45,wcsCmp641662,Gentianaceae,Anthocleista vogelii,100181,SOTWP 2016: PROTA (2015)
46,wcsCmp641662,Gentianaceae,Anthocleista vogelii,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
47,wcsCmp641662,Gentianaceae,Anthocleista vogelii,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
48,wcsCmp643055,Loganiaceae,Antonia ovata,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
49,wcsCmp693032,Gentianaceae,Calolisianthus speciosus,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
50,wcsCmp696505,Gentianaceae,Canscora alata,100221,"Ayurvedic Med. Pl. of Sri Lanka (Samarasuriya et al., 2020)"
51,wcsCmp696505,Gentianaceae,Canscora alata,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
52,wcsCmp696505,Gentianaceae,Canscora alata,8547,"Demand & Supply of Med. Pl. in India (Ved et al., 2008)"
53,wcsCmp696505,Gentianaceae,Canscora alata,100245,"Demand & Supply of Med. Pl. in India (Ved et al., 2015)"
54,wcsCmp696505,Gentianaceae,Canscora alata,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
55,wcsCmp696505,Gentianaceae,Canscora alata,2095,"Handbook African Med. Pl. (Iwu, 1993)"
56,wcsCmp696505,Gentianaceae,Canscora alata,6369,"Herbs of Commerce (McGuffin et al., 2000)"
57,wcsCmp696505,Gentianaceae,Canscora alata,100236,"Indian Med. Pl. Database (TDU, 2020)"
58,wcsCmp696505,Gentianaceae,Canscora alata,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
59,wcsCmp696505,Gentianaceae,Canscora alata,100023,U.S. FDA Substance Registration System (2016)
60,wcsCmp696505,Gentianaceae,Canscora alata,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
61,wcsCmp696505,Gentianaceae,Canscora alata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
62,wcsCmp696506,Gentianaceae,Canscora andrographioides,100236,"Indian Med. Pl. Database (TDU, 2020)"
63,wcsCmp696506,Gentianaceae,Canscora andrographioides,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
64,wcsCmp696506,Gentianaceae,Canscora andrographioides,3586,Zhonghua Bencao: Materia Medica of China (1998)
65,wcsCmp696511,Gentianaceae,Canscora diffusa,100228,"Conservation of Indonesian Medicinal Plants (Cahyaningsih, 2020)"
66,wcsCmp696511,Gentianaceae,Canscora diffusa,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
67,wcsCmp696511,Gentianaceae,Canscora diffusa,6369,"Herbs of Commerce (McGuffin et al., 2000)"
68,wcsCmp696511,Gentianaceae,Canscora diffusa,100236,"Indian Med. Pl. Database (TDU, 2020)"
69,wcsCmp696511,Gentianaceae,Canscora diffusa,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
70,wcsCmp696511,Gentianaceae,Canscora diffusa,100179,SOTWP 2016: Useful Plants of West Tropical Africa (2015)
71,wcsCmp696511,Gentianaceae,Canscora diffusa,100023,U.S. FDA Substance Registration System (2016)
72,wcsCmp696511,Gentianaceae,Canscora diffusa,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
73,wcsCmp696519,Gentianaceae,Canscora heteroclita,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
74,wcsCmp696534,Gentianaceae,Canscora perfoliata,100236,"Indian Med. Pl. Database (TDU, 2020)"
75,wcsCmp696534,Gentianaceae,Canscora perfoliata,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
76,wcsCmp696538,Gentianaceae,Canscora roxburghii,100236,"Indian Med. Pl. Database (TDU, 2020)"
77,wcsCmp708600,Gentianaceae,Centaurium cachanlahuen,8639,"Med. Pl. Argentine Flora (Barboza et al., 2009)"
78,wcsCmp708600,Gentianaceae,Centaurium cachanlahuen,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
79,wcsCmp708600,Gentianaceae,Centaurium cachanlahuen,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
80,wcsCmp708600,Gentianaceae,Centaurium cachanlahuen,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
81,wcsCmp708612,Gentianaceae,Centaurium centaurioides,100236,"Indian Med. Pl. Database (TDU, 2020)"
82,wcsCmp708612,Gentianaceae,Centaurium centaurioides,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
83,wcsCmp708612,Gentianaceae,Centaurium centaurioides,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
84,wcsCmp708612,Gentianaceae,Centaurium centaurioides,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
85,wcsCmp708639,Gentianaceae,Centaurium erythraea,100011,"Archivos de Flora Iberica (Morales et al., 1996)"
86,wcsCmp708639,Gentianaceae,Centaurium erythraea,8375,"British Pharmacopoeia 2009, Vol. 4 (2008)"
87,wcsCmp708639,Gentianaceae,Centaurium erythraea,100002,"British Pharmacopoeia 2012, Vol. 4 (2011)"
88,wcsCmp708639,Gentianaceae,Centaurium erythraea,100003,"British Pharmacopoeia 2015, Vol. 4 (2014)"
89,wcsCmp708639,Gentianaceae,Centaurium erythraea,100007,"Dizionario Delle Erbe Med. (Suozzi, 1995)"
90,wcsCmp708639,Gentianaceae,Centaurium erythraea,100174,E-Kommission: Approved Status (1984-1994)
91,wcsCmp708639,Gentianaceae,Centaurium erythraea,100068,"EMA Com. Monog.: Centaurium erythraea, herb. (2008)"
92,wcsCmp708639,Gentianaceae,Centaurium erythraea,100021,"Encyclopedia of Herb. Medicine (Bartram, 1995)"
93,wcsCmp708639,Gentianaceae,Centaurium erythraea,8380,"European Pharmacopoeia, 6th edn. (2007)"
94,wcsCmp708639,Gentianaceae,Centaurium erythraea,8875,"European Pharmacopoeia, 7th edn. (2012)"
95,wcsCmp708639,Gentianaceae,Centaurium erythraea,5641,"Europe's Med. Pl. (Lange, 1998)"
96,wcsCmp708639,Gentianaceae,Centaurium erythraea,9301,Farmacopea Herbolaria Mexicanos (2013)
97,wcsCmp708639,Gentianaceae,Centaurium erythraea,8395,Farmacopea Herbolaria Mexico (2001)
98,wcsCmp708639,Gentianaceae,Centaurium erythraea,100240,"Food & Med. in Rural Sweden, Ukraine & NW Russia (Stryamets et al., 2015)"
99,wcsCmp708639,Gentianaceae,Centaurium erythraea,1180,"GRIN Report: World Economic Plants (Wiersema, 1999)"
100,wcsCmp708639,Gentianaceae,Centaurium erythraea,1101,"Hagers Handbuch (Hänsel et al., 1992-1998)"
101,wcsCmp708639,Gentianaceae,Centaurium erythraea,100190,"Herbal Medicines, 3rd edn. (Barnes et al., 2007)"
102,wcsCmp708639,Gentianaceae,Centaurium erythraea,6369,"Herbs of Commerce (McGuffin et al., 2000)"
103,wcsCmp708639,Gentianaceae,Centaurium erythraea,100012,"Les Fleurs Sauvages (Grey-Wilson, 1995)"
104,wcsCmp708639,Gentianaceae,Centaurium erythraea,100028,Les Plantes Méd. de la Pharmacopée: Liste A (2000)
105,wcsCmp708639,Gentianaceae,Centaurium erythraea,8418,"Med. Pl. Braz. Pharm. (Brandão et al., 2006)"
106,wcsCmp708639,Gentianaceae,Centaurium erythraea,100223,"Med. Pl. in the Mediterranean: Project Rubia (Gonzalez-Tejero et al., 2008)"
107,wcsCmp708639,Gentianaceae,Centaurium erythraea,100005,"Med. Pl. of the Russian Pharm. (Shikov, 2014)"
108,wcsCmp708639,Gentianaceae,Centaurium erythraea,7279,"Med. Pl. of the World (Wyk & Wink, 2004)"
109,wcsCmp708639,Gentianaceae,Centaurium erythraea,5253,"Med. Pl. Trade Turkey (Özhatay et al., 1997)"
110,wcsCmp708639,Gentianaceae,Centaurium erythraea,100022,"Med. Plts. in Loja & Zamora-Chinchipe, Ecuador (Tene, 2007)"
111,wcsCmp708639,Gentianaceae,Centaurium erythraea,100030,"Native Med. Plants of Mt. Rtanj (Zlatković, 2014)"
112,wcsCmp708639,Gentianaceae,Centaurium erythraea,100242,"Plants for Malaria, Plants for Fever (Milliken, 2021)"
113,wcsCmp708639,Gentianaceae,Centaurium erythraea,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
114,wcsCmp708639,Gentianaceae,Centaurium erythraea,100178,SOTWP 2016: Kew Economic Botany Collection (2015)
115,wcsCmp708639,Gentianaceae,Centaurium erythraea,100182,"SOTWP 2016: Plants for Malaria, Plants for Fever (Milliken, 2015)"
116,wcsCmp708639,Gentianaceae,Centaurium erythraea,8394,"Substances in Medicines, Australia (TGA, 2007)"
117,wcsCmp708639,Gentianaceae,Centaurium erythraea,100243,"Tea and Herbal Infusions Europe Pl. Inventory (THIE, 2021)"
118,wcsCmp708639,Gentianaceae,Centaurium erythraea,100202,"Traditional Persian Med. Pl. Database (Rahimi et al., 2018)"
119,wcsCmp708639,Gentianaceae,Centaurium erythraea,100023,U.S. FDA Substance Registration System (2016)
120,wcsCmp708639,Gentianaceae,Centaurium erythraea,100217,"WHODrug Herbal Substances (WHO-UMC, 2019)"
121,wcsCmp708639,Gentianaceae,Centaurium erythraea,100024,"Wild Med. Plants in M'Sila, Algeria (Boudjelal et al., 2013)"
122,wcsCmp708639,Gentianaceae,Centaurium erythraea,3561,"World Dictionary of Med. & Pois. Pl. (Quattrocchi, 2012)"
123,wcsCmp708639,Gentianaceae,Centaurium erythraea,100020,"World Economic Plants (Wiersema et al., 2013)"
124,wcsCmp1262670,Gentianaceae,Centaurium erythraea subsp. erythraea,100223,"Med. Pl. in the Mediterranean: Project Rubia (Gonzalez-Tejero et al., 2008)"
125,wcsCmp1262670,Gentianaceae,Centaurium erythraea subsp. erythraea,8450,"U.S. Homeopathic Pharmacopoeia (HPUS, 2009)"
126,wcsCmp708652,Gentianaceae,Centaurium erythraea subsp. majus,8375,"British Pharmacopoeia 2009, Vol. 4 (2008)"
127,wcsCmp708652,Gentianaceae,Centaurium erythraea subsp. majus,100002,"British Pharmacopoeia 2012, Vol. 4 (2011)"
128,wcsCmp708652,Gentianaceae,Centaurium erythraea subsp. majus,100003,"British Pharmacopoeia 2015, Vol. 4 (2014)"
129,wcsCmp708652,Gentianaceae,Centaurium erythraea subsp. majus,8380,"European Pharmacopoeia, 6th edn. (2007)"
130,wcsCmp708652,Gentianaceae,Centaurium erythraea subsp. majus,8875,"European Pharmacopoeia, 7th edn. (2012)"
131,wcsCmp708652,Gentianaceae,Centaurium erythraea subsp. majus,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
132,wcsCmp708661,Gentianaceae,Centaurium erythraea subsp. suffruticosum,8375,"British Pharmacopoeia 2009, Vol. 4 (2008)"
133,wcsCmp708661,Gentianaceae,Centaurium erythraea subsp. suffruticosum,100002,"British Pharmacopoeia 2012, Vol. 4 (2011)"
134,wcsCmp708661,Gentianaceae,Centaurium erythraea subsp. suffruticosum,100003,"British Pharmacopoeia 2015, Vol. 4 (2014)"
135,wcsCmp708661,Gentianaceae,Centaurium erythraea subsp. suffruticosum,8380,"European Pharmacopoeia, 6th edn. (2007)"
136,wcsCmp708661,Gentianaceae,Centaurium erythraea subsp. suffruticosum,8875,"European Pharmacopoeia, 7th edn. (2012)"
137,wcsCmp708661,Gentianaceae,Centaurium erythraea subsp. suffruticosum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
138,wcsCmp708695,Gentianaceae,Centaurium littorale subsp. uliginosum,5641,"Europe's Med. Pl. (Lange, 1998)"
139,wcsCmp708695,Gentianaceae,Centaurium littorale subsp. uliginosum,5525,"Pl. Med. Totius Mundi (Penso & Proserpio, 1997)"
140,wcsCmp708736,Gentianaceae,Centaurium pulchellum,100005,"Med. Pl. of the Russian Pharm. (Shikov, 2014)"
